"","X","agency_cd","site_no","measurement_nu","measurement_dt","tz_cd","q_meas_used_fg","party_nm","site_visit_coll_agency_cd","gage_height_va","discharge_va","current_rating_nu","shift_adj_va","diff_from_rating_pc","measured_rating_diff","gage_va_change","gage_va_time","control_type_cd","discharge_cd","chan_nu","chan_name","meas_type","streamflow_method","velocity_method","chan_discharge","chan_width","chan_area","chan_velocity","chan_stability","chan_material","chan_evenness","long_vel_desc","horz_vel_desc","vert_vel_desc","chan_loc_cd","chan_loc_dist","river_name","SLOPE","LatSite","LonSite","area","width","velocity","slope","depth","n"
"164859",136664,"USGS",5270700,"133","2011-06-14 10:07:00","CDT","Yes","EWK","USGS",6.05,9530,"",NA,NA,"Good",0,0.3,"Clear","MEAS",1,"1","BRDS","QADCP","VADCP",9530,802,7830,1.22,"FIRM","SAND","EVEN","unkn","EVEN","STND","UPST",500,"mississippi r",0.00079404,45.5471875,-94.145822,727.43049,244.61,0.3721,0.00079404,2.97383790523691,0.156605273444029
"253237",197775,"USGS",10155500,"277","2011-06-21 12:36:11","MDT","Yes","RJE/TLG","USGS",5.62,675," 8.0",-0.51,-0.7,"GOOD",0,1,"FILL","MEAS",1,"MAIN","CWAY","QSCMM","VPAA",675,56,154,4.39,"FIRM","GRVL","EVEN","STDY","EVEN","STND","ATGA",0,"provo r",0.0063119,40.4841221,-111.4635198,14.307062,17.08,1.33895,0.0063119,0.83765,0.0527259107869857
"374225",1941361,"USGS",3075500,"193","1958-06-22 16:20:00","EST","Yes","EHM","USGS",2.47,110,"",0,NA,"FAIR",-0.01,0.67,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",110,89,122,0.9,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"youghiogheny r",0.00074468,39.4215833,-79.42363889,11.334166,27.145,0.2745,0.00074468,0.417541573033708,0.0555361340928519
"302163",825214,"USGS",5058000,"821","2007-10-15 16:04:00","CDT","Yes","DCT","USGS",24.39,152,"20.0",-0.08,-3.2,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QSCMM","VADV",152,100,137,1.11,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"sheyenne r",0.00430817,47.0338718,-98.0837077,12.727711,30.5,0.33855,0.00430817,0.417302,0.10826562202029
"117335",313291,"USGS",5453520,"312","1965-07-15 12:35:00","CST","Yes","CDS","USGS",653,4080,"",0,NA,"GOOD",0,NA,"CLER","MEAS",1,"Unspecified","CWAY","QUNSP","",4080,178,1930,2.12,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"iowa r",0.00085581,41.71529327,-91.5301698,179.30279,54.29,0.6466,0.00085581,3.30268539325843,0.100337770918379
"145708",80073,"USGS",6775500,"803","1969-09-16","","Yes","Stephens","USGS",1.56,347,"",NA,NA,"UNSP",NA,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","VELC",347,73,127,2.73,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00515205,41.83091667,-100.0995278,11.798681,22.265,0.83265,0.00515205,0.529920547945205,0.0564505340267491
"297792",392755,"USGS",1474500,"391","1990-04-26","","Yes","VC","USGS",6.28,2190,"",NA,NA,"Good",0,1.3,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",2190,283,941,2.32,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"schuylkill r",0.00042164,39.9678905,-75.1885123,87.421723,86.315,0.7076,0.00042164,1.01282190812721,0.0292665683805192
"359274",1101647,"USGS",6220800,"109","1998-06-25 12:10:00","MDT","Yes","GAL","USGS",5.68,2340,"",NA,NA,"Fair",-0.03,0.8,"","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",2340,175,476,4.92,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wind r",0.0017555,43.441622,-109.4587584,44.221828,53.375,1.5006,0.0017555,0.828512,0.0246302040702521
"358437",466508,"USGS",5064000,"1004","2011-09-07 13:45:00","CDT","Yes","CJC","USGS",4.84,77.6,"",NA,NA,"Fair",0,0.9,"DebrisModerate","MEAS",1,"Imported Channel 1","WADE","QSCMM","VADV",77.6,46,121,0.64,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wild rice r",0.00023041,47.26802728,-96.7975783,11.241263,14.03,0.1952,0.00023041,0.801230434782609,0.067082484718375
"25406",55722,"USGS",4260500,"660","1986-01-14","","Yes","HGL/JAG","USGS",3.85,1730,"",NA,NA,"Fair",-0.17,0.8,"Unspecifed","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1730,230,720,2.4,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"black r",0.00361029,43.98555556,-75.9247222,66.89016,70.15,0.732,0.00361029,0.953530434782609,0.0795212142243989
"326397",598336,"USGS",2314500,"597","1986-09-22 18:10:00","EDT","Yes","SHJ","USGS",1.8,73.8,"10.0",0,-0.3,"GOOD",0,0.4,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",73.8,76,65.2,1.13,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"suwannee r",0.00018453,30.68055556,-82.5605556,6.0572756,23.18,0.34465,0.00018453,0.261314736842105,0.0161100841774818
"16006",23252,"USGS",6428500,"686","1989-05-02 13:45:00","MDT","Yes","JSC","USGS",5.9,334,"10.0",0.02,NA,"GOOD",0,1.5,"CLER","MEAS",1,"Unspecified","CWAY","QUNSP","",334,35,124,2.69,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"belle fourche r",0.0008794,44.74887406,-104.0516018,11.519972,10.675,0.82045,0.0008794,1.07915428571429,0.038027415021065
"54020",164202,"USGS",4160900,"455","2003-04-21 09:45:00","EST","Yes","CKT","USGS",2.43,35.7,"14.0",0,-3.5,"GOOD",0,0.33,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",35.7,33,23.9,1.5,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"clinton r",0.00048728,42.6603092,-83.3902164,2.2203817,10.065,0.4575,0.00048728,0.220604242424242,0.0176160054054756
"149202",106931,"USGS",6786000,"992","1968-02-13","","Yes","Bishop","USGS",4.55,549,"",NA,NA,"UNSP",NA,NA,"SICE","UNSP",1,"","UNSP","QSCMM","VELC",549,99,138,3.98,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00104098,41.77694444,-99.3791667,12.820614,30.195,1.2139,0.00104098,0.424593939393939,0.0150148434550975
"100928",109451,"USGS",4227500,"407","1947-12-19","","Yes","X","USGS",3.05,881,"",NA,NA,"Unspecified",NA,NA,"IceCover","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",881,116,274,3.22,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"genesee r",0.00075702,42.76666667,-77.83888889,25.455422,35.38,0.9821,0.00075702,0.719486206896552,0.0224946693622866
"84402.1",524134,"USGS",3578000,"524","2014-05-01 10:05:30","CDT","Yes","GSL","USGS",9.28,1040,"",NA,NA,"Fair",-0.05,0.3,"DebrisModerate","MEAS",1,"Elk River","BRDS","QADCP","VADCP",1010,74.9,512,1.98,"FIRM","GRVL","EVEN","unkn","EVEN","STND","ATGA",NA,"elk r",0.00089078,35.29679918,-85.8697528,47.566336,22.8445,0.6039,0.00089078,2.08217890520694,0.080587106148057
"139678",102804,"USGS",3254520,"9","2008-03-05 15:13:00","EST","Yes","ATR/TSL","USGS",39.35,49100,"",NA,NA,"Fair",0,0.4,"Submerged","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",49100,425,10300,4.78,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"licking r",0.00043108,38.9203417,-84.44799549,956.9009,129.625,1.4579,0.00043108,7.38207058823529,0.0539929011417062
"244003",1643127,"USGS",6770500,"2083","1988-08-30 08:20:00","CDT","Yes","RAD","USGS",1.33,156," 9.0",0.06,-1.3,"FAIR",0.01,1.33,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",156,380,137,1.14,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00188679,40.8744567,-98.2820044,12.727711,115.9,0.3477,0.00188679,0.109816315789474,0.0286484857607111
"340846",330686,"USGS",3050000,"328","1958-06-10 13:30:00","EST","Yes","CJC","USGS",2.92,474,"",NA,NA,"GOOD",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",474,105,236,2.01,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"tygart valley r",0.00077094,38.809275,-79.8817342,21.925108,32.025,0.61305,0.00077094,0.684624761904762,0.035181643882096
"220765",182983,"USGS",2488500,"442","1979-03-13 14:10:00","CST","Yes","KMH","USGS",26.79,42300,"",NA,NA,"Good",-0.02,2.3,"","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",42300,995,11900,3.55,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"pearl r",0.00006224,31.55333333,-90.0880556,1105.5457,303.475,1.08275,0.00006224,3.64295477386935,0.0172507952023608
"252023",164008,"USGS",13277000,"153","1986-10-20","","Yes","JKP","USGS",1.03,19.4,"",NA,NA,"Fair",0,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",19.4,31,25.3,0.77,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"powder r",0.00418624,44.7682084,-117.831607,2.3504459,9.455,0.23485,0.00418624,0.248592903225806,0.10892159222469
"102164",95507,"USGS",4231600,"94","2013-11-06 11:56:00","EST","Yes","BKB/HJZ","USGS",512.2,1770,"",NA,NA,"Good",0,0.3,"DebrisModerate","MEAS",1,"ADCP","MBOT","QADCP","VADCP",1770,374,3930,0.44,"FIRM","silt","UNEV","unkn","EVEN","NSTD","UPST",100,"genesee r",0.00633586,43.1417222,-77.6163056,365.10879,114.07,0.1342,0.00633586,3.20074331550802,1.28820259133994
"99766",853117,"USGS",3439000,"852","2015-12-15 10:50:00","EST","Yes","BAH","USGS",2.82,347,"19.0",0.05,0,"GOOD",0,0.3,"CLER","MEAS",1,"main","BRDS","QADCP","VADCP",347,75.6,221,1.57,"FIRM","BLDR","UNEV","STDY","EVEN","NSTD","DNST",80,"french broad r",0.00224637,35.1433333,-82.8247222,20.531563,23.058,0.47885,0.00224637,0.890431216931217,0.0916096881951085
"249667",1341004,"USGS",1610000,"133","1953-01-05 09:50:00","EST","Yes","M/K","USGS",5.18,750,"",0,NA,"GOOD",0,1.5,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",750,238,1020,1.72,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"potomac r",0.00027242,39.53891667,-78.45638889,94.76106,72.59,0.5246,0.00027242,1.30542857142857,0.0375802747157203
"291777",264749,"USGS",11123500,"792","2010-03-15 12:37:30","PDT","Yes","PRC","USGS",3.87,108,"0026",0.06,-1.8,"FAIR",0,1.08,"CLER","MEAS",1,"","WADE","QSCMM","VADV",108,59,117,0.92,"FIRM","SAND","EVEN","STDY","EVEN","UNSP","UPST",200,"santa ynez r",0.00626865,34.54360358,-119.8648627,10.869651,17.995,0.2806,0.00626865,0.604037288135593,0.201623822413049
"323308",3621014,"USGS",1513500,"361","1963-09-20","","Yes","X","USGS",1.6,510,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",510,459,1230,0.41,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"susquehanna r",0.00003692,42.0908333,-76.0561111,114.27069,139.995,0.12505,0.00003692,0.816248366013072,0.0424386962315357
"96367",645115,"USGS",7106300,"870","2001-05-30 14:00:00","MDT","Yes","BDB","USGS",1.59,73.9,"17.0",0.29,NA,"FAIR",0.01,0.4,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",73.9,81,32.2,2.29,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"fountain creek",0.00637065,38.42944444,-104.5980556,2.9914766,24.705,0.69845,0.00637065,0.121087901234568,0.0279698660031639
"318825",460421,"USGS",7037500,"458","1972-04-19","","Yes","DO","USGS",8.11,2510,"",NA,NA,"Fair",-0.03,0.7,"","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",2510,224,1580,1.59,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"st. francis r",0.00067407,37.19452778,-90.5033056,146.78674,68.32,0.48495,0.00067407,2.14851785714286,0.0891418235791565
"319892",1431331,"USGS",7040000,"143","1989-12-18 15:00:00","CST","Yes","THB","USGS",0.8,249,"",NA,NA,"Fair",0,1.8,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",249,85,252,0.99,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"st. francis r",0.0001244,36.79027778,-90.2008333,23.411556,25.925,0.30195,0.0001244,0.903049411764706,0.0345103607327599
"326271",472777,"USGS",2314500,"471","1974-09-20 10:50:00","EDT","Yes","RTN","USGS",11.29,2470," 8.0",0,0,"GOOD",0,1.2,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",2470,512,2720,0.89,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"suwannee r",0.00018453,30.68055556,-82.5605556,252.69616,156.16,0.27145,0.00018453,1.6181875,0.068975714236914
"183398",244720,"USGS",6807000,"2422","1963-09-10 09:15:00","CST","Yes","RB","USGS",7.69,31800,"",0,NA,"GOOD",0.05,1.7,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",31800,604,6620,4.8,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,615.01786,184.22,1.464,0.00018533,3.33849668874172,0.0207713992139048
"225643",224729,"USGS",8386000,"1503","2005-06-14 10:48:00","MDT","Yes","DLC","USGS",4.77,159,"33.0",-0.22,3.6,"FAIR",0,1.2,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",159,158,114,1.4,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00066681,33.57185556,-104.3736028,10.590942,48.19,0.427,0.00066681,0.219774683544304,0.0220237677880946
"249006",307499,"USGS",1603000,"305","1958-05-29 13:35:00","EST","Yes","BCA","USGS",2.93,518,"",0,NA,"GOOD",-0.01,0.6,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",518,140,190,2.73,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"potomac r",0.00628865,39.62180556,-78.7734167,17.65157,42.7,0.83265,0.00628865,0.413385714285714,0.0528509991395191
"106912",462208,"USGS",4119000,"461","1971-03-22 14:40:00","EST","Yes","JLZ/CRW","USGS",11.76,12100,"",NA,NA,"GOOD",-0.06,1.33,"CLER","UNSP",1,"","BRDS","QSCMM","VPAA",12100,440,3340,3.62,"UNSP","UNSP","EVEN","STDY","EVEN","UNFM","UNSP",NA,"grand r",0.00059797,42.96447088,-85.6764199,310.29602,134.2,1.1041,0.00059797,2.31219090909091,0.0387269903867982
"260720",701660,"USGS",6849500,"69","1954-03-29","","Yes","Liggett","USGS",2.2,17.5,"",NA,NA,"UNSP",0.18,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",17.5,32,14.6,1.2,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"republican r",0.00065573,40.0783333,-99.1686111,1.3563838,9.76,0.366,0.00065573,0.13897375,0.0187716864852724
"209760",1511198,"USGS",7238000,"960","1999-08-11 09:00:00","CDT","Yes","MLP","USGS",5.18,167,"",NA,NA,"Good",0,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",167,76,97.5,1.72,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"north canadian r",0.00081784,36.18337277,-98.9212057,9.0580425,23.18,0.5246,0.00081784,0.390769736842105,0.0291375592232759
"313834",1082171,"USGS",5124000,"1067","1991-07-08 18:45:00","CDT","Yes","JDH","USGS",5.88,22.7,"14.0",-0.26,NA,"GOOD",0,0.4,"SUBM","MEAS",1,"Unspecified","WADE","QUNSP","",22.7,54.5,75.5,0.3,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"souris r",0.00007674,48.9964079,-100.9584889,7.0141765,16.6225,0.0915,0.00007674,0.42196880733945,0.0538612839893965
"301498",791757,"USGS",5055300,"80","2010-03-21 17:34:00","CDT","Yes","JBK/AGL","USGS",19.56,808," 3.0",0,-30.3,"GOOD",0.02,1.52,"CICE","MEAS",1,"","BRUS","QSCMM","VPAA",808,53,403,2,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"sheyenne r",0.00009328,47.90777778,-99.4155556,37.439909,16.165,0.61,0.00009328,2.31610943396226,0.0277164210812927
"283922",831638,"USGS",11273400,"82","2015-02-23 13:27:30","PST","Yes","JRG","USGS",48.98,172," 3.0",0.03,0,"GOOD",0.02,1.5,"CLER","MEAS",1,"Main","WADE","QSCMM","VADV",172,56,167,1.03,"FIRM","SILT","EVEN","STDY","EVEN","STND","DNST",20,"san joaquin r",0.00004957,37.3472151,-120.9761777,15.514801,17.08,0.31415,0.00004957,0.908360714285714,0.0210205765754574
"309873",512945,"USGS",13087995,"1005","2000-08-04 13:30:00","MDT","Yes","MAN","USGS",3.48,233,"",NA,NA,"Fair",0,1.5,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",233,31,94.6,2.46,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"snake r",0.00467244,42.52805556,-114.0183333,8.7886238,9.455,0.7503,0.00467244,0.929521290322581,0.0867713753504566
"111554",221637,"USGS",12106700,"376","2013-11-04 12:05:30","PST","Yes","PHL","USGS",5.21,555,"",NA,NA,"Good",0,1.3,"Clear","MEAS",1,"Imported Channel 1","CWAY","QSCMM","VPAA",555,113,388,1.43,"FIRM","BLDR","EVEN","unkn","EVEN","UNFM","DNST",3,"green r",0.01486211,47.30510257,-121.8506647,36.046364,34.465,0.43615,0.01486211,1.04588318584071,0.288000436690442
"372301",1531538,"USGS",6191500,"678","1993-02-22 14:10:00","MST","Yes","KLS","USGS",0.56,563,"",NA,NA,"Fair",-0.01,0.7,"Clear","UNSP",1,"Imported Channel 1","WADE","unspe","unkno",563,172,272,2.07,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"yellowstone r",0.00542259,45.1121194,-110.7936667,25.269616,52.46,0.63135,0.00542259,0.481693023255814,0.0716715456353615
"336843",2121354,"USGS",10348200,"211","1994-07-11 08:45:00","PDT","Yes","KMK","USGS",3.77,52.6,"10.0",0.04,0.8,"GOOD",0.01,1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",52.6,105,86.8,0.61,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"truckee r",0.00112282,39.51761667,-119.7416444,8.0639804,32.025,0.18605,0.00112282,0.251802666666667,0.0718178300527858
"360869.1",514006,"USGS",5391000,"13","1937-05-10","","Yes","Sachs","USGS",4.08,1120,"",NA,NA,"GOOD",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",1120,126,518,2.16,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"wisconsin r",0.00048588,45.8305086,-89.55236359,48.123754,38.43,0.6588,0.00048588,1.25224444444444,0.0388720099000144
"18403",14768,"USGS",13127000,"692","1995-05-16 11:30:00","MDT","Yes","DGC","USGS",2.22,286,"",NA,NA,"Good",0,0.8,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",286,95,139,2.06,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"big lost r",0.00416622,43.93916667,-113.6483333,12.913517,28.975,0.6283,0.00416622,0.445677894736842,0.0599401882595726
"267520",392535,"USGS",212433550,"38","2004-05-18 15:07:00","EDT","Yes","ESR","USGS",1.64,74.8," 4.0",-0.08,-0.1,"FAIR",0,0.5,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",74.8,64,83,0.9,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"rocky r",0.00105051,35.32166667,-80.5408333,7.710949,19.52,0.2745,0.00105051,0.395028125,0.0635686650939996
"57953",59850,"USGS",8161000,"613","1968-07-02","","Yes","XXH","USGS",7.99,6720,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",6720,285,2880,2.33,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"colorado r",0.00039311,29.7063454,-96.5369155,267.56064,86.925,0.71065,0.00039311,3.07806315789474,0.059036368730151
"227968",576258,"USGS",8396500,"278","1940-10-03","","Yes","FR","USGS",2.45,42.6,"",NA,NA,"GOOD",NA,NA,"UNSP","MEAS",1,"","UNSP","QSCMM","",42.6,73,67.6,0.63,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00006303,32.8408611,-104.3238333,6.2802428,22.265,0.19215,0.00006303,0.282067945205479,0.0177706134988751
"199883",824160,"USGS",2087500,"822","2013-01-07 13:37:30","EST","Yes","TLM","USGS",1.49,306,"14.0",NA,-0.3,"GOOD",0,0.8,"CLER","MEAS",1,"","WADE","QSCMM","VADV",306,135,255,1.2,"FIRM","CBLS","EVEN","UNSP","EVEN","UNSP","UNSP",NA,"neuse r",0.00057459,35.6472222,-78.4052778,23.690265,41.175,0.366,0.00057459,0.575355555555556,0.0453059756173163
"253830",493355,"USGS",12092000,"480","1992-08-27 08:45:00","PDT","Yes","KEF/JEJ","USGS",3.09,326,"",NA,NA,"Fair",0,1.3,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",326,75.5,96.2,3.39,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"puyallup r",0.01638202,46.9037164,-122.0351092,8.9372686,23.0275,1.03395,0.01638202,0.388112847682119,0.0658652282683611
"357491",990148,"USGS",5053000,"1011","2008-06-24 09:57:00","CDT","Yes","CDL/JML","USGS",2.16,268,"21.0",0.15,-0.8,"FAIR",0,0.3,"CLER","MEAS",1,"Unspecified","UNSP","QADCP","VADCP",268,70.1,278,0.96,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"wild rice r",0.00040277,46.4705168,-96.7823018,25.827034,21.3805,0.2928,0.00040277,1.20797146932953,0.0777431147362957
"127963",141983,"USGS",5520500,"608","1982-12-01","","Yes","ADR","USGS",3.14,3180,"17.0",-0.19,NA,"GOOD",NA,NA,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",3180,483,1250,2.54,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"kankakee r",0.00114328,41.16003338,-87.6686483,116.12875,147.315,0.7747,0.00114328,0.788302277432712,0.0372452820966081
"322931",926191,"USGS",1503000,"924","2012-11-07 08:07:30","EST","Yes","MBJ","USGS",4.44,3000,"",NA,NA,"Good",NA,NA,"Clear","MEAS",1,"1","MBOT","QADCP","VADCP",3000,392,1370,2.19,"FIRM","GRVL","EVEN","unkn","UNEV","UNSP","UPST",200,"susquehanna r",0.00153975,42.03527778,-75.8030556,127.27711,119.56,0.66795,0.00153975,1.06454591836735,0.0612478363867921
"225194",1407100,"USGS",8386000,"664","1968-03-13","","Yes","Perkins","USGS",3.9,32,"",NA,NA,"FAIR",NA,NA,"CLER","MEAS",1,"","UNSP","QSCMM","",32,26.5,27.1,1.18,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00066681,33.57185556,-104.3736028,2.5176713,8.0825,0.3599,0.00066681,0.311496603773585,0.0329701874331422
"104439",264267,"USGS",9474000,"365","1999-01-08 11:00:00","MST","Yes","RAF","USGS",2.6,79,"13.0",-0.47,4.6,"FAIR",0,1.1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",79,79,95.1,0.82,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"gila r",0.00142412,33.1028404,-110.9765014,8.8350753,24.095,0.2501,0.00142412,0.366676708860759,0.0773004135759103
"367237",1571414,"USGS",2111000,"156","1953-01-22 13:30:00","EST","Yes","RJS","USGS",0.63,48.3,"",NA,NA,"GOOD",0,0.5,"","UNSP",1,"Unspecified","WADE","QUNSP","",48.3,38,41,1.18,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"yadkin r",0.00218514,35.9908333,-81.5583333,3.809023,11.59,0.3599,0.00218514,0.328647368421053,0.0618554389187861
"238502",1477103,"USGS",6765000,"1475","1969-11-13","","Yes","Hintz","USGS",0.62,16.1,"",NA,NA,"UNSP",0.08,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",16.1,35,15.4,1.05,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00096731,41.11666667,-101.3561111,1.4307062,10.675,0.32025,0.00096731,0.134024,0.0254340439450945
"266396",257661,"USGS",5443500,"538","1999-10-07 07:55:00","CST","Yes","CFA","USGS",3.96,5300,"17.0",-0.18,2,"GOOD",0,1.2,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",5300,540,2050,2.59,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"rock r",0.00018774,41.7722222,-89.7455556,190.45115,164.7,0.78995,0.00018774,1.15635185185185,0.0191090370949461
"271400",758186,"USGS",11462500,"781","1997-05-09 10:50:00","PDT","Yes","LRC/WLB","USGS",1.39,224,"48.0",0.07,NA,"GOOD",0,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",224,135,144,1.56,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"russian r",0.0009026,39.02656314,-123.1305588,13.378032,41.175,0.4758,0.0009026,0.324906666666667,0.0298420720984336
"286852",1501063,"USGS",9471000,"891","1990-10-24 15:30:00","MST","Yes","DNU","USGS",2.37,8.89,"10.0",-0.34,NA,"GOOD",0,0.33,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",8.89,16.5,6.72,1.32,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"san pedro r",0.00281718,31.62592644,-110.1745226,0.62430816,5.0325,0.4026,0.00281718,0.124055272727273,0.0327926876919154
"202071",307399,"USGS",3176500,"306","1965-09-10","","Yes","b","USGS",4,2360,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",2360,715,3280,0.72,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"new r",0.00084643,37.3728986,-80.8606347,304.72184,218.075,0.2196,0.00084643,1.39732587412587,0.165587794602548
"88492",114420,"USGS",6800500,"973","1958-04-12","","Yes","Hutchins","USGS",3.31,2940,"",NA,NA,"GOOD",0.01,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","VELC",2940,282,1200,2.45,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"elkhorn r",0.00038461,41.2933333,-96.2838889,111.4836,86.01,0.74725,0.00038461,1.29617021276596,0.0311998414256418
